long,lat,AFFGEOID,NAME,STATEFP,miles,miles_roe,miles_strict,geoid,B01001026,B17001017,B17001046,pct_women_in_poverty,women_wo_ins,B27001030,pct_women_wo_insurance
-90.85199212844276,32.357262977985656,0500000US28149,Warren,28,433.1643193537202,39.53104711204772,249.7891999551794,05000US28149,23985,5601,18169,0.23563315103071097,2759,23763,0.11610486891385768
-90.9474870683651,33.283781135379925,0500000US28151,Washington,28,370.5041400986371,79.31059205047747,291.3147934989378,05000US28151,24070,7687,16031,0.3240998397841302,2917,23848,0.12231633679973164
-92.96263864487848,39.515091208043614,0500000US29041,Chariton,29,93.61742915291772,51.023943030241405,93.61742915291772,05000US29041,3790,499,3131,0.13746556473829202,289,3646,0.07926494788809654
-90.09090925560544,36.27211397532428,0500000US29069,Dunklin,29,160.65672398125824,77.75542185990905,160.65672398125824,05000US29069,15594,3776,11480,0.24750917671735712,2501,15271,0.1637744744941392
-95.21555764558308,40.09441844714112,0500000US29087,Holt,29,74.22708365498319,64.3008840163621,74.22708365498319,05000US29087,2227,222,1931,0.10311193683232699,145,2163,0.06703652334720296
-90.96006716529952,39.05803523056003,0500000US29113,Lincoln,29,50.41468496561792,48.02985414500684,50.41468496561792,05000US29113,28761,3520,24839,0.12412285341514158,2152,28557,0.07535805581818819
-93.2850978237593,38.72829157034559,0500000US29159,Pettis,29,74.26360396120508,53.7264263081677,74.26360396120508,05000US29159,21397,3336,17688,0.158675799086758,2642,21106,0.12517767459490192
-90.67487532594296,38.78192346177247,0500000US29183,St. Charles,29,29.196386801036503,24.995785291685756,29.196386801036503,05000US29183,202565,10918,186168,0.05539713627553454,7983,201460,0.03962573215526655
-93.20184465751466,39.136846896895506,0500000US29195,Saline,29,76.6340602509311,48.24038666164139,76.6340602509311,05000US29195,11505,1861,8949,0.1721554116558742,771,11205,0.06880856760374833
-92.52091986734236,40.470253627602446,0500000US29197,Schuyler,29,146.0961657129132,77.98712040638316,146.0961657129132,05000US29197,2339,349,1974,0.15023676280671544,294,2328,0.12628865979381443
-89.56851988319899,37.05303993927028,0500000US29201,Scott,29,109.07409491355838,109.07409491355838,109.07409491355838,05000US29201,19778,3705,15663,0.19129491945477076,1805,19511,0.09251191635487674
-112.89884034752129,45.13271278858506,0500000US30001,Beaverhead,30,233.4331788252726,109.30882432828514,109.30882432828514,05000US30001,4728,610,3879,0.13588772555134773,252,4655,0.05413533834586466
-111.34703777099962,47.30795553633236,0500000US30013,Cascade,30,277.1080010189314,13.712258522434842,13.712258522434842,05000US30013,40323,5659,34070,0.14244003121145762,2323,39709,0.05850059180538417
-109.22446014195496,47.26358100016952,0500000US30027,Fergus,30,376.4963392949228,98.40460754124778,98.40460754124778,05000US30027,5453,1068,4296,0.19910514541387025,477,5409,0.08818635607321132
-111.1703862125477,45.540405641665394,0500000US30031,Gallatin,30,299.66102004795437,30.434483086783818,30.434483086783818,05000US30031,53605,5923,45782,0.11455371820907069,3212,53386,0.060165586483347695
-110.26602711587395,47.045432127673344,0500000US30045,Judith Basin,30,328.1109257194208,57.66736329163188,57.66736329163188,05000US30045,891,130,761,0.14590347923681257,48,891,0.05387205387205387
-112.39044507649284,47.122445112129355,0500000US30049,Lewis and Clark,30,228.3414593792428,39.22483880383107,39.22483880383107,05000US30049,34705,3172,30694,0.0936632610878167,1826,34405,0.05307368115099549
-105.79542537997322,47.64521208522971,0500000US30055,McCone,30,489.2934864623443,179.23290442031154,179.23290442031154,05000US30055,844,47,776,0.05710814094775213,44,830,0.05301204819277108
-110.88569071980156,46.59819976647327,0500000US30059,Meagher,30,299.3439360363834,55.81423166660508,55.81423166660508,05000US30059,841,123,707,0.14819277108433734,69,830,0.08313253012048193
-108.2501973756765,47.11754267483394,0500000US30069,Petroleum,30,423.3010009539285,89.84491925813684,89.84491925813684,05000US30069,223,29,191,0.1318181818181818,14,223,0.06278026905829596
-112.22634688469496,48.22776508477457,0500000US30073,Pondera,30,236.12667719518183,66.29334395700582,66.29334395700582,05000US30073,2986,590,2342,0.20122783083219645,241,2961,0.08139142181695373
-104.56141350631684,47.787886357183055,0500000US30083,Richland,30,498.62258336162785,230.25853925533943,230.25853925533943,05000US30083,5348,475,4838,0.08940335027291549,347,5348,0.06488406881077038
-112.24083003977026,47.83711403097565,0500000US30099,Teton,30,233.36269474811087,49.935289331262446,49.935289331262446,05000US30099,3116,490,2578,0.15971316818774445,299,3066,0.09752120026092628
-99.7123999173701,42.878875914875216,0500000US31103,Keya Paha,31,310.21540883516474,153.1344753562705,215.3668926441443,05000US31103,417,41,376,0.09832134292565947,29,417,0.06954436450839328
-97.14092156074337,40.52406581057628,0500000US31151,Saline,31,164.97136787357962,30.196959717330568,30.196959717330568,05000US31151,7127,915,5690,0.13853141559424678,744,7045,0.10560681334279631
-118.33581765178464,39.58089267386912,0500000US32001,Churchill,32,77.2490679965188,77.2490679965188,77.2490679965188,05000US32001,11967,1598,10179,0.13568820582491298,1366,11678,0.1169720842610036
-115.01353696802003,36.215237817707035,0500000US32003,Clark,32,6.463914303019246,6.463914303019246,6.463914303019246,05000US32003,1117189,161100,946958,0.14538950127159408,119932,1111491,0.10790190833753939
-117.0380259337732,39.933663290771946,0500000US32015,Lander,32,149.2723945094451,149.2723945094451,149.2723945094451,05000US32015,2546,360,2152,0.14331210191082802,188,2515,0.07475149105367793
-71.30563480001273,44.68957026159072,0500000US33007,Coos,33,38.43784306465507,38.43784306465507,38.43784306465507,05000US33007,14797,1805,12606,0.1252515439594754,874,14527,0.06016383286294486
-71.12543604249507,42.98755718564664,0500000US33015,Rockingham,33,13.651978664721383,13.651978664721383,13.651978664721383,05000US33015,155332,8376,145531,0.054422475910777285,6869,154394,0.04449007085767582
-71.02886799643713,43.29695699938088,0500000US33017,Strafford,33,20.42849204886291,20.42849204886291,20.42849204886291,05000US33017,66080,6060,54547,0.09998845017902222,3466,65606,0.05283053379264092
-74.66097651376634,39.477738464088375,0500000US34001,Atlantic,34,8.145097244557629,8.145097244557629,8.145097244557629,05000US34001,136496,20162,113252,0.1511235702400048,9481,135459,0.06999165799245528
-74.66806253708766,39.877722211296025,0500000US34005,Burlington,34,17.401230519835813,17.401230519835813,17.401230519835813,05000US34005,226637,14869,208833,0.06646789031836997,8225,223678,0.03677160918820805
-75.14141017649074,39.717279237825984,0500000US34015,Gloucester,34,12.434922336847452,12.434922336847452,12.434922336847452,05000US34015,149993,10789,137074,0.07296619167743114,5198,149427,0.034786216681054964
-74.9122343760834,40.56730052885704,0500000US34019,Hunterdon,34,5.492187530778202,5.492187530778202,5.492187530778202,05000US34019,62995,2653,59370,0.04277445463779565,1532,62051,0.02468936842274903
-74.70176112728724,40.283433555493794,0500000US34021,Mercer,34,4.36883528710066,4.36883528710066,4.36883528710066,05000US34021,188099,22537,157621,0.1250957492867372,11375,186369,0.06103482875370904
-74.22097068714355,40.26048276129778,0500000US34025,Monmouth,34,5.097357379186143,5.097357379186143,5.097357379186143,05000US34025,318717,22764,292718,0.07215625614139634,14861,316759,0.046915794026373366
-74.28090727727363,39.88512428070128,0500000US34029,Ocean,34,6.343521689523274,6.343521689523274,6.343521689523274,05000US34029,311408,32010,275955,0.10394038283571184,12811,308703,0.04149943473176484
-74.61634548303378,40.563500427301314,0500000US34035,Somerset,34,9.210248597661248,9.210248597661248,9.210248597661248,05000US34035,168724,9539,157678,0.05704563531219912,8305,167442,0.04959926422283537
-85.174765368692,37.75338014355651,0500000US21229,Washington,21,207.96135393117,39.85761642471359,122.0143485161445,05000US21229,6179,913,5106,0.15168632663233095,643,6082,0.10572180203880302
-84.8286231265872,36.80127910077909,0500000US21231,Wayne,21,151.79656745696715,76.25661481741433,151.79656745696715,05000US21231,10304,2395,7726,0.23663669597865825,797,10191,0.07820626042586595
-91.23505402970432,32.73255145457328,0500000US22035,East Carroll,22,410.6053006894976,67.59073461297122,282.29584371103033,05000US22035,2954,1611,1139,0.5858181818181818,158,2750,0.05745454545454545
-91.6999817754286,29.96859570626584,0500000US22045,Iberia,22,602.9724051089437,46.42038594043308,269.8746969954373,05000US22045,36016,9458,26139,0.2656965474618648,2743,35769,0.07668651625709413
-92.814122414566,30.26770296372032,0500000US22053,Jefferson Davis,22,571.3048182278166,80.20813878642261,333.95141000769036,05000US22053,16015,3324,12490,0.21019349943088403,1129,15836,0.07129325587269512
-92.06387514756705,30.20674464659682,0500000US22055,Lafayette,22,590.5878695800985,56.986781595659025,289.55038561208715,05000US22055,125118,22085,100391,0.18032104248995723,10047,124175,0.08091000603986309
-122.33051811109962,38.50648544601587,0500000US06055,Napa,06,14.154452610336143,14.154452610336143,14.154452610336143,05000US06055,69522,5528,62516,0.08124154958556229,3746,68880,0.05438443670150987
-117.7610700308914,33.70297218407007,0500000US06059,Orange,06,5.9076963010526615,5.9076963010526615,5.9076963010526615,05000US06059,1605768,175511,1411213,0.11061217955989826,101555,1599438,0.06349417732978709
-121.07496925196536,36.605690632197486,0500000US06069,San Benito,06,24.82300510705571,24.82300510705571,24.82300510705571,05000US06069,30562,3186,27072,0.10529446757882213,2073,30484,0.06800288676026768
-116.73529293379626,33.03413670937751,0500000US06073,San Diego,06,18.697781985187525,18.697781985187525,18.697781985187525,05000US06073,1649458,191626,1435078,0.11780016524210919,108715,1632394,0.0665985050177837
-120.40451599179306,35.38708293565735,0500000US06079,San Luis Obispo,06,16.40658453830849,16.40658453830849,16.40658453830849,05000US06079,139582,14985,118892,0.11193110093593373,6981,138561,0.05038214216121419
-120.02227723124624,34.7248133839684,0500000US06083,Santa Barbara,06,28.10438746476517,28.10438746476517,28.10438746476517,05000US06083,222371,30398,183005,0.14244410809594993,19398,221088,0.08773881893182806
-122.88740786166797,38.52828658825474,0500000US06097,Sonoma,06,10.56865919067049,10.56865919067049,10.56865919067049,05000US06097,254144,24770,226251,0.09867700311926093,13499,252603,0.0534395870199483
-121.69484381857704,39.03457772796889,0500000US06101,Sutter,06,7.45548314361451,7.45548314361451,7.45548314361451,05000US06101,48225,6743,40945,0.14139825532628753,2882,47750,0.06035602094240838
-118.80048756459256,36.22016551615166,0500000US06107,Tulare,06,59.0926347636232,59.0926347636232,59.0926347636232,05000US06107,231997,53153,176493,0.23145624134537507,14364,230665,0.062272126243686735
-121.90156981628368,38.68661923478502,0500000US06113,Yolo,06,5.927492628463482,5.927492628463482,5.927492628463482,05000US06113,112772,22192,86448,0.20427098674521355,3929,112198,0.035018449526729535
-105.64440226559792,39.68917973195368,0500000US08019,Clear Creek,08,15.904240696343807,15.904240696343807,15.904240696343807,05000US08019,4701,369,4271,0.07952586206896552,426,4689,0.09085092770313499
-105.4282353832963,37.27812432023614,0500000US08023,Costilla,08,27.76692140264962,27.76692140264962,27.76692140264962,05000US08023,1816,484,1332,0.2665198237885463,148,1816,0.08149779735682819
-104.87627443652976,39.761534916836304,0500000US08031,Denver,08,1.6208642143416383,1.6208642143416383,1.6208642143416383,05000US08031,357209,45438,305935,0.12931557063291715,29089,354256,0.08211293527844271
-106.69536644416428,39.62784556261322,0500000US08037,Eagle,08,9.28921889468909,9.28921889468909,9.28921889468909,05000US08037,25765,3057,22595,0.11917199438640262,2700,25754,0.10483808340451968
-104.96061132494305,37.684678509686776,0500000US08055,Huerfano,08,52.676787849769624,52.676787849769624,52.676787849769624,05000US08055,3321,647,2645,0.1965370595382746,260,3292,0.07897934386391252
-85.80410976894053,34.45980033140131,0500000US01049,DeKalb,01,199.86161565976204,51.71184895524517,199.86161565976204,05000US01049,36123,7925,27754,0.22211945402057232,4813,35788,0.13448642002906003
-87.95220353202382,32.85314775615724,0500000US01063,Greene,01,361.7077346441058,35.1338554465708,168.36939483757888,05000US01063,4322,1537,2727,0.36045966228893056,684,4299,0.15910676901605025
-85.692655798337,32.38593866011378,0500000US01087,Macon,01,284.5129446172797,29.889636442406843,155.5115532783252,05000US01087,10041,2072,6521,0.24112649831258,621,10005,0.06206896551724138
-87.78953081980745,32.247665493204636,0500000US01091,Marengo,01,378.4394630043222,68.64760048358991,125.61594245250366,05000US01091,10145,2541,7464,0.25397301349325335,631,10026,0.06293636544983044
-86.30661219021756,34.36696920370696,0500000US01095,Marshall,01,228.77891024971436,32.875716776994885,228.77891024971436,05000US01095,48679,10108,37721,0.21133621861213908,5734,48178,0.11901697870397276
-86.20761816597411,32.22026379810652,0500000US01101,Montgomery,01,312.58774581489104,10.07295707914507,133.64632031873768,05000US01101,119722,23650,93186,0.2024204868362491,10236,118660,0.0862632732175965
-88.08875080648265,33.280792823689545,0500000US01107,Pickens,01,353.57475171730965,32.54080938484179,198.88605365969192,05000US01107,10475,2608,6290,0.2930995729377388,705,8898,0.07923128792987189
-86.3146190712416,33.71571863504837,0500000US01115,St. Clair,01,249.82735855761115,31.616130251217992,228.6750494240755,05000US01115,44673,5119,39399,0.11498719619030505,3297,44545,0.07401504096980581
-88.19884604445791,32.59105735198351,0500000US01119,Sumter,01,383.6479653439673,58.15150542684274,155.73058982824165,05000US01119,6851,2027,4359,0.3174130911368619,728,6771,0.10751735341899277
-87.30819033574592,31.98929675151752,0500000US01131,Wilcox,01,368.8740048701692,64.16429184544054,103.45657772343915,05000US01131,5681,1759,3877,0.31210078069552877,482,5636,0.08552164655784245
-146.56541139200817,64.80776532883725,0500000US02090,Fairbanks North Star,02,35.217528673623235,35.217528673623235,35.217528673623235,05000US02090,45346,3356,41222,0.07528377226434564,3370,44524,0.07568951576677747
-163.37997537861256,62.15413319909528,0500000US02158,Kusilvak,02,417.71088022290127,417.71088022290127,417.71088022290127,05000US02158,3813,1503,2280,0.3973037272006344,540,3813,0.14162077104642015
-143.21181328864995,63.87632456283265,0500000US02240,Southeast Fairbanks,02,151.73614339744,151.73614339744,151.73614339744,05000US02240,3147,301,2793,0.09728506787330317,482,3144,0.15330788804071246
-111.77049137836418,35.838745977917164,0500000US04005,Coconino,04,185.5830732338507,45.91770926538619,185.5830732338507,05000US04005,72130,11183,52292,0.17617959826703428,7221,71937,0.10037949872805371
-109.8873887473006,32.932699874956135,0500000US04009,Graham,04,188.6702782916331,74.69391772830275,188.6702782916331,05000US04009,17846,4193,13411,0.23818450352192683,1052,17762,0.05922756446346132
-112.49129136329918,33.34881594440859,0500000US04013,Maricopa,04,181.86385851973137,25.21390024029246,181.86385851973137,05000US04013,2230812,298843,1905304,0.13558215491072056,219288,2220351,0.09876276318473971
-80.00301852029865,39.132950091617346,0500000US54001,Barbour,54,90.3820591583365,90.3820591583365,90.3820591583365,05000US54001,8480,1783,6332,0.2197165742452249,300,8328,0.03602305475504323
-81.71120723810915,38.02298972406616,0500000US54005,Boone,54,105.55683731153634,21.615576532700818,105.55683731153634,05000US54005,10957,2262,8522,0.20975519287833827,440,10896,0.04038179148311307
-80.85705728445274,38.924048717622256,0500000US54021,Gilmer,54,114.18259540245904,57.17508346015384,114.18259540245904,05000US54021,3337,396,2678,0.12882238126219908,211,3291,0.06411425098754178
-81.52809332043559,38.33656863614044,0500000US54039,Kanawha,54,109.21776386174314,3.005044218725049,109.21776386174314,05000US54039,93841,16268,76054,0.17620935421676306,4092,93077,0.04396360003008262
-81.9353302244676,37.83153303965038,0500000US54045,Logan,54,111.78647079391791,38.80781772627011,111.78647079391791,05000US54045,16549,4435,11886,0.2717358005024202,1121,16375,0.06845801526717557
-81.65360621211359,37.37845590551728,0500000US54047,McDowell,54,90.79929378010218,62.582803699688135,90.79929378010218,05000US54047,8896,3130,5694,0.3547144152311877,370,8833,0.04188837314615646
-80.55049861710793,37.56038407858744,0500000US54063,Monroe,54,34.49509041253241,34.49509041253241,34.49509041253241,05000US54063,6514,996,5396,0.155819774718398,748,6453,0.11591507825817449
-80.79934457544003,38.29169364128729,0500000US54067,Nicholas,54,80.3402428933087,42.375909885870136,80.3402428933087,05000US54067,12496,2647,9727,0.21391627606271213,464,12374,0.03749797963471796
-81.34835068268988,38.71402336838199,0500000US54087,Roane,54,121.32909028326252,28.9396803633707,121.32909028326252,05000US54087,6991,1709,5199,0.24739432541980313,290,6922,0.04189540595203698
-81.51503289053372,39.2111651985793,0500000US54107,Wood,54,116.88811782187348,58.84909565077348,116.88811782187348,05000US54107,43634,7391,35573,0.17202774415789965,2259,43326,0.05213959285417532
-90.6825217927783,46.26614303622154,0500000US55003,Ashland,55,76.53474580584388,76.53474580584388,76.53474580584388,05000US55003,7611,1289,6074,0.17506451174792884,375,7521,0.0498603909054647
-90.70620463721248,42.86747934087179,0500000US55043,Grant,55,93.4232845967294,24.903926325214083,93.4232845967294,05000US55043,24838,3730,20080,0.15665686686266275,1407,24474,0.057489580779602846
-91.14454390487582,45.87997676728837,0500000US55113,Sawyer,55,77.56750924886637,77.56750924886637,77.56750924886637,05000US55113,8027,1273,6637,0.16093552465233882,443,7947,0.05574430602743174
-109.58792137377368,44.520464823643465,0500000US56029,Park,56,311.7012210491629,92.06884261893592,92.06884261893592,05000US56029,14847,1233,13297,0.0848589125946318,1780,14720,0.12092391304347826
-80.56370971658136,25.61588068625816,0500000US12086,Miami-Dade,12,612.6042952022111,12.145306945073177,12.145306945073177,05000US12086,1390068,240586,1135814,0.1747936646323743,204376,1383756,0.1476965592199781
-80.88863139016762,27.386442352715186,0500000US12093,Okeechobee,12,501.84215526696624,34.23685007134683,34.23685007134683,05000US12093,19194,3615,15230,0.19182807110639427,2297,19042,0.12062808528515913
-81.1494748760315,28.06268562085297,0500000US12097,Osceola,12,464.4246587177463,22.8770624164716,22.8770624164716,05000US12097,184334,25952,157403,0.1415396362248098,23022,183742,0.1252952509497012
-83.69740490395675,32.80649503910441,0500000US13021,Bibb,13,202.12074165734603,68.42842948916599,164.97158517106854,05000US13021,81148,21377,56766,0.2735625711835993,9113,80228,0.11358877199980057
-81.44363800860668,32.01447125474906,0500000US13029,Bryan,13,216.8533890801094,20.360642186766995,118.91177397161496,05000US13029,19346,2311,16894,0.12033324655037751,1704,19245,0.08854247856586127
-84.13172734500445,41.02212145313642,0500000US39137,Putnam,39,187.40163818127292,19.62791042180255,118.06924464190094,05000US39137,16923,1580,15079,0.0948436280689117,579,16740,0.034587813620071683
-83.30437586842095,40.842379982489966,0500000US39175,Wyandot,39,175.51428544043932,42.695933782841976,162.77321944933672,05000US39175,11138,925,10006,0.08462171804958375,306,10977,0.02787646898059579
-96.2597927213205,33.96232616656334,0500000US40013,Bryan,40,262.5346067840526,78.88424939214737,262.5346067840526,05000US40013,24313,4231,19555,0.17787774321029176,4313,24064,0.17923038563829788
-97.32641881244604,35.20304365446862,0500000US40027,Cleveland,40,170.75106086699955,8.61311423560972,170.75106086699955,05000US40027,141401,17810,118909,0.13026719036856618,13103,140397,0.09332820501862575
-99.84627187547588,34.74410620005639,0500000US40057,Harmon,40,247.84084685421507,137.18271804401704,247.84084685421507,05000US40057,1351,243,1069,0.18521341463414634,137,1312,0.10442073170731707
-97.835872866681,34.11103507471357,0500000US40067,Jefferson,40,247.99009341153655,78.17203713301829,247.99009341153655,05000US40067,3061,698,2289,0.23367927686642115,437,2997,0.14581247914581247
-98.98085578271812,34.91635356093418,0500000US40075,Kiowa,40,212.89952190200563,87.45923768658005,212.89952190200563,05000US40075,4574,1149,3375,0.2539787798408488,578,4525,0.12773480662983425
-96.76912861786124,34.024446454231295,0500000US40095,Marshall,40,253.57613834610248,77.85920009967407,253.57613834610248,05000US40095,8425,1463,6866,0.17565133869612198,1273,8359,0.15229094389281014
-96.94833692005167,35.20669943944996,0500000US40125,Pottawatomie,40,171.45659776813417,30.002671547504153,171.45659776813417,05000US40125,37789,5689,29832,0.16015877931364544,4721,36306,0.13003360326116895
-94.75520351244846,35.49534179414532,0500000US40135,Sequoyah,40,205.7437909420811,55.87205294667909,205.7437909420811,05000US40135,21180,4102,16839,0.19588367317702116,4095,21033,0.19469405220367994
-95.94146840994873,36.12108602736177,0500000US40143,Tulsa,40,130.4304772049799,1.9324543945248416,130.4304772049799,05000US40143,332953,50951,276792,0.1554602234067547,43293,330524,0.13098292408418147
-96.41094241864296,45.42610194533094,0500000US27011,Big Stone,27,150.96364842682922,101.81145242530216,150.96364842682922,05000US27011,2501,367,2016,0.15400755350398657,127,2392,0.05309364548494983
-94.06700987448008,44.034586916483,0500000US27013,Blue Earth,27,68.37794449969803,68.37794449969803,68.37794449969803,05000US27013,33673,5996,25870,0.18816293227891798,946,33308,0.028401585204755615
-90.5355210210304,47.902505143474414,0500000US27031,Cook,27,106.37616672236445,106.37616672236445,106.37616672236445,05000US27031,2703,302,2376,0.11277072442120986,134,2678,0.05003734129947722
-93.63197434955988,47.50951026660264,0500000US27061,Itasca,27,87.77922360901633,87.77922360901633,87.77922360901633,05000US27061,22317,2885,18763,0.13326866223207687,1058,21969,0.048158769174746235
-96.17351557923368,44.995474427117465,0500000US27073,Lac qui Parle,27,138.29338813681977,106.96165429826604,138.29338813681977,05000US27073,3311,355,2868,0.11014582686937635,51,3233,0.015774822146613052
-91.44572681221052,47.64093399453544,0500000US27075,Lake,27,66.46329510198541,66.46329510198541,66.46329510198541,05000US27075,5090,428,4569,0.0856513908345007,168,5025,0.03343283582089552
-96.36844519912682,48.358115515972166,0500000US27089,Marshall,27,227.136812447891,104.17652293225282,227.136812447891,05000US27089,4612,324,4206,0.07152317880794702,119,4550,0.026153846153846153
-94.26839131473017,46.01261825760066,0500000US27097,Morrison,27,77.58810283163821,77.58810283163821,77.58810283163821,05000US27097,16383,1967,14140,0.12212081703607128,598,16206,0.03689991361224238
-95.2538393432209,44.403664432960895,0500000US27127,Redwood,27,101.41654604573088,98.83529452717242,101.41654604573088,05000US27127,7527,672,6645,0.0918409184091841,451,7389,0.06103667614020842
-93.58726849817522,44.02211442649069,0500000US27161,Waseca,27,55.13757769633247,55.13757769633247,55.13757769633247,05000US27161,9742,873,8024,0.09812296279644823,347,8938,0.03882300290892817
-93.96305476699034,45.17394987122392,0500000US27171,Wright,27,30.40884600974507,30.40884600974507,30.40884600974507,05000US27171,67321,3812,62737,0.05728110114351831,2448,66882,0.03660177626267157
-91.35354065157328,31.48288992456127,0500000US28001,Adams,28,496.73213809122706,72.55833407266637,254.2352459117573,05000US28001,15923,5351,10410,0.3395089144089842,1814,15779,0.11496292540718676
-90.88036126070412,33.7955818150396,0500000US28011,Bolivar,28,335.04017978996785,104.75632448873397,312.6003636069356,05000US28011,16548,5348,10312,0.34150702426564494,2306,16342,0.1411087994125566
-90.44877589560588,31.86925181898926,0500000US28029,Copiah,28,464.75944552887927,35.815361537757575,213.14361503925417,05000US28029,15162,3516,11176,0.2393139123332426,1648,15083,0.10926208313995889
-89.80189906673832,33.76985666767363,0500000US28043,Grenada,28,333.1927625657408,94.9540670247755,271.7722595841989,05000US28043,10692,2819,7769,0.2662448054401209,1416,10614,0.13340870548332392
-90.30108353409852,33.55053812995576,0500000US28083,Leflore,28,348.6111917400935,84.1041685809559,277.5232607897646,05000US28083,15213,5243,9646,0.3521391631405736,1508,15068,0.10007963897000266
-88.44331637141815,33.47294136737661,0500000US28087,Lowndes,28,363.8421118894352,55.553104729746224,217.6176255595922,05000US28087,30929,6588,23346,0.2200841852074564,3118,30395,0.1025826616219773
-88.56975390874965,33.11015679272692,0500000US28103,Noxubee,28,383.6980884518957,60.649205303243704,197.08452482806075,05000US28103,5733,1661,4025,0.29212099894477667,732,5686,0.12873724938445305
-89.9457928812499,32.26413026713821,0500000US28121,Rankin,28,436.8093492344856,14.359615443747815,201.88295830467376,05000US28121,79785,7970,70247,0.10189600726184844,6472,78367,0.08258578228080697
-104.3043075894204,32.47148538830085,0500000US35015,Eddy,35,142.4278129575876,136.2547001502343,142.4278129575876,05000US35015,28656,4831,23565,0.17012959571770672,2535,28493,0.08896922051030078
-106.69314275200357,36.50957666147926,0500000US35039,Rio Arriba,35,71.55611609753214,71.55611609753214,71.55611609753214,05000US35039,19996,5137,14730,0.2585694870891428,1714,19923,0.08603122019776138
-108.3206218399478,36.50852406819211,0500000US35045,San Juan,35,56.554706390802096,56.554706390802096,56.554706390802096,05000US35045,63472,14232,48478,0.226949449848509,7150,63059,0.11338587671862858
-105.63096154457966,36.578301635477715,0500000US35055,Taos,35,62.34990956859916,62.34990956859916,62.34990956859916,05000US35055,16633,2998,13542,0.18125755743651753,1040,16549,0.06284367635506677
-74.96646739576947,42.198067034816894,0500000US36025,Delaware,36,40.06953854244287,40.06953854244287,40.06953854244287,05000US36025,22123,3856,17263,0.182584402670581,1299,21951,0.05917725843925106
-73.77260404082747,44.117191206145975,0500000US36031,Essex,36,22.8470776712185,22.8470776712185,22.8470776712185,05000US36031,17847,1938,15489,0.11120674814942332,401,17644,0.022727272727272728
-72.8527232694281,40.86545232736455,0500000US36103,Suffolk,36,11.188500937914382,11.188500937914382,11.188500937914382,05000US36103,752522,53372,685834,0.07220179489885092,26091,746934,0.03493079709853883
-74.76811363106576,41.716435814760615,0500000US36105,Sullivan,36,5.839567314295647,5.839567314295647,5.839567314295647,05000US36105,36734,5567,30495,0.15437302423603794,1896,36339,0.052175348798811194
-73.75605572215812,41.1624107489836,0500000US36119,Westchester,36,8.57422406727371,8.57422406727371,8.57422406727371,05000US36119,499651,46536,441587,0.09533662621921114,22055,494095,0.044637164917677774
-77.10546795169785,42.633449431318525,0500000US36123,Yates,36,19.5276820276979,19.5276820276979,19.5276820276979,05000US36123,13052,1738,10541,0.14154247088525124,1952,12881,0.15154102942318143
-81.50050206873053,36.43447673446797,0500000US37009,Ashe,37,71.72745010307933,41.490260807870406,71.72745010307933,05000US37009,13721,2075,11463,0.15327227064559018,1359,13570,0.10014738393515107
-76.85978138849241,35.4940018218516,0500000US37013,Beaufort,37,100.03086750621118,100.03086750621118,100.03086750621118,05000US37013,24730,4766,19617,0.19546405282368864,2615,24551,0.10651297299499002
-78.56363614887556,34.61458694188917,0500000US37017,Bladen,37,33.90896319257824,33.90896319257824,33.90896319257824,05000US37017,17227,4302,12681,0.2533121356650768,1702,17060,0.09976553341148886
-81.70477517478312,35.74961161761655,0500000US37023,Burke,37,48.6801752105148,48.6801752105148,48.6801752105148,05000US37023,45213,8514,36140,0.19066600976396292,4937,44813,0.11016892419610382
-79.25528760746712,35.702573792259585,0500000US37037,Chatham,37,17.95711024440452,17.95711024440452,17.95711024440452,05000US37037,38162,4422,33285,0.11727265494470522,3428,37812,0.09065905003702528
-83.75017334984744,35.05721768592511,0500000US37043,Clay,37,76.63729218900248,62.88094869730307,76.63729218900248,05000US37043,5992,928,5043,0.15541785295595378,678,5976,0.11345381526104417
-76.0059402358644,36.40307992373198,0500000US37053,Currituck,37,30.527607126323787,30.527607126323787,30.527607126323787,05000US37053,13695,1352,12177,0.09993347623623328,1463,13604,0.10754189944134078
-80.2127450542758,35.79335503657658,0500000US37057,Davidson,37,16.274748217750936,16.274748217750936,16.274748217750936,05000US37057,85392,14197,70077,0.16846239646866173,9273,84688,0.1094960324957491
-77.5970606186981,35.91288115167779,0500000US37065,Edgecombe,37,58.48446718264589,58.48446718264589,58.48446718264589,05000US37065,27901,6660,20949,0.2412256872758883,2231,27655,0.0806725727716507
-83.83348116185306,35.350167471940964,0500000US37075,Graham,37,73.91440741900287,42.18341263766247,73.91440741900287,05000US37075,4498,682,3749,0.15391559467388852,539,4444,0.12128712871287128
-78.86941473562685,35.36863299238308,0500000US37085,Harnett,37,20.54615604448269,20.54615604448269,20.54615604448269,05000US37085,67757,11639,54735,0.17535480760538766,6520,67098,0.09717130167814242
-82.47996964067778,35.336310950697005,0500000US37089,Henderson,37,17.3526934482061,17.3526934482061,17.3526934482061,05000US37089,60551,7170,52494,0.12017296862429606,6638,59821,0.1109643770582237
-76.25494172601003,35.535851532177404,0500000US37095,Hyde,37,90.49063364966574,90.49063364966574,90.49063364966574,05000US37095,2383,456,1892,0.19420783645655879,413,2349,0.17581949765857813
